customer_id,churn_risk
12636,0.7194666257166258
17592,0.74957340981702
17056,0.74957340981702
14654,0.7771511759384894
13526,0.7842392296458561
17087,0.7771511759384894
14799,0.74957340981702
17818,0.7194666257166258
15833,0.74957340981702
17909,0.8052786947689182
17606,0.7771511759384894
14980,0.7194666257166258
14106,0.74957340981702
16301,0.7842392296458561
14347,0.8052786947689182
12934,0.7739364801864802
13416,0.74957340981702
15794,0.7771511759384894
17271,0.74957340981702
14750,0.74957340981702
16645,0.7842392296458561
16192,0.7842392296458561
15999,0.7194666257166258
14979,0.8052786947689182
16541,0.8052786947689182
17151,0.7739364801864802
16410,0.8052786947689182
16277,0.7842392296458561
14468,0.74957340981702
16964,0.7842392296458561
14717,0.7842392296458561
15479,0.74957340981702
14123,0.7771511759384894
14003,0.7739364801864802
17557,0.74957340981702
15115,0.8052786947689182
14955,0.74957340981702
13905,0.7771511759384894
14574,0.7842392296458561
18162,0.7842392296458561
17441,0.8052786947689182
12443,0.7842392296458561
13025,0.8052786947689182
15162,0.8052786947689182
13204,0.7771511759384894
15924,0.7842392296458561
17178,0.8052786947689182
13114,0.8052786947689182
12487,0.7194666257166258
15302,0.7842392296458561
17296,0.7842392296458561
13498,0.7842392296458561
15209,0.7842392296458561
15085,0.74957340981702
15642,0.7842392296458561
16459,0.7771511759384894
13091,0.74957340981702
16663,0.7194666257166258
12979,0.7842392296458561
16901,0.7739364801864802
17344,0.8052786947689182
17487,0.8031974153297683
13768,0.7771511759384894
16127,0.7842392296458561
17066,0.8052786947689182
13087,0.7842392296458561
17910,0.8052786947689182
14977,0.7194666257166258
15534,0.8031974153297683
17318,0.74957340981702
15188,0.8052786947689182
14042,0.7842392296458561
16280,0.7842392296458561
16064,0.7194666257166258
12992,0.74957340981702
15672,0.74957340981702
17012,0.7771511759384894
17067,0.7842392296458561
12941,0.8052786947689182
16605,0.7771511759384894
13289,0.7771511759384894
15499,0.7842392296458561
18012,0.8052786947689182
17833,0.8052786947689182
16195,0.7771511759384894
16694,0.7771511759384894
18201,0.7771511759384894
18186,0.8052786947689182
14095,0.7194666257166258
16908,0.8052786947689182
17103,0.8052786947689182
16439,0.74957340981702
